2024001045,丁一,stu045,计算机科学与技术,2,MATH001,95,CS001,92,CS002,97,3,94.67,0
2024001046,任强,stu046,计算机科学与技术(师范),2,MATH001,66,CS001,70,CS002,64,3,66.67,0
2024001047,姜文,stu047,人工智能,2,MATH001,87,CS001,84,CS002,91,3,87.33,0
2024001048,崔浩,stu048,数字媒体,2,MATH001,60,CS001,63,CS002,58,3,60.33,0
2024001049,谭晶,stu049,计算机科学与技术,2,MATH001,79,CS001,82,CS002,77,3,79.33,0
2024001050,陆远,stu050,计算机科学与技术(师范),2,MATH001,72,CS001,75,CS002,70,3,72.33,0
2024001051,白冰,stu051,人工智能,3,MATH001,90,CS001,86,CS002,93,3,89.67,0
2024001052,秦朗,stu052,数字媒体,3,MATH001,63,CS001,67,CS002,61,3,63.67,0
2024001053,石磊,stu053,计算机科学与技术,3,MATH001,84,CS001,81,CS002,88,3,84.33,0
2024001054,侯勇,stu054,计算机科学与技术(师范),3,MATH001,73,CS001,79,CS002,76,3,76.00,0
2024001055,孟菲,stu055,人工智能,3,MATH001,91,CS001,89,CS002,94,3,91.33,0
2024001056,方芳,stu056,数字媒体,3,MATH001,67,CS001,64,CS002,69,3,66.67,0
2024001057,康乐,stu057,计算机科学与技术,3,MATH001,82,CS001,85,CS002,80,3,82.33,0
2024001058,梁雨,stu058,计算机科学与技术(师范),3,MATH001,75,CS001,78,CS002,73,3,75.33,0
2024001059,邱晨,stu059,人工智能,3,MATH001,88,CS001,84,CS002,91,3,87.67,0
2024001060,贾玲,stu060,数字媒体,3,MATH001,59,CS001,63,CS002,57,3,59.67,0
2024001061,龚雪,stu061,计算机科学与技术,3,MATH001,93,CS001,90,CS002,96,3,93.00,0
2024001062,严冬,stu062,计算机科学与技术(师范),3,MATH001,70,CS001,75,CS002,72,3,72.33,0
2024001063,万茜,stu063,人工智能,3,MATH001,81,CS001,77,CS002,83,3,80.33,0
2024001064,段奕,stu064,数字媒体,3,MATH001,64,CS001,66,CS002,62,3,64.00,0
2024001065,雷军,stu065,计算机科学与技术,3,MATH001,89,CS001,86,CS002,92,3,89.00,0
2024001066,龙梅,stu066,计算机科学与技术(师范),3,MATH001,74,CS001,80,CS002,77,3,77.00,0
2024001067,史强,stu067,人工智能,3,MATH001,96,CS001,93,CS002,98,3,95.67,0
2024001068,顾佳,stu068,数字媒体,3,MATH001,62,CS001,65,CS002,60,3,62.33,0
2024001069,贺阳,stu069,计算机科学与技术,3,MATH001,86,CS001,83,CS002,90,3,86.33,0
2024001070,毛宁,stu070,计算机科学与技术(师范),3,MATH001,71,CS001,74,CS002,69,3,71.33,0
2024001071,孔琳,stu071,人工智能,4,MATH001,83,CS001,87,CS002,80,3,83.33,0
2024001072,武杰,stu072,数字媒体,4,MATH001,57,CS001,61,CS002,55,3,57.67,0
2024001073,戴军,stu073,计算机科学与技术,4,MATH001,92,CS001,89,CS002,95,3,92.00,0
2024001074,宋佳,stu074,计算机科学与技术(师范),4,MATH001,76,CS001,72,CS002,78,3,75.33,0
2024001075,项阳,stu075,人工智能,4,MATH001,69,CS001,73,CS002,67,3,69.67,0
2024001076,董强,stu076,数字媒体,4,MATH001,80,CS001,76,CS002,83,3,79.67,0
2024001077,常乐,stu077,计算机科学与技术,4,MATH001,95,CS001,92,CS002,97,3,94.67,0
2024001078,温静,stu078,计算机科学与技术(师范),4,MATH001,66,CS001,70,CS002,64,3,66.67,0
2024001079,岳峰,stu079,人工智能,4,MATH001,87,CS001,84,CS002,91,3,87.33,0
2024001080,关欣,stu080,数字媒体,4,MATH001,60,CS001,63,CS002,58,3,60.33,0
2024001081,洪涛,stu081,计算机科学与技术,4,MATH001,79,CS001,82,CS002,77,3,79.33,0
2024001082,季军,stu082,计算机科学与技术(师范),4,MATH001,72,CS001,75,CS002,70,3,72.33,0
2024001083,柯凡,stu083,人工智能,4,MATH001,90,CS001,86,CS002,93,3,89.67,0
2024001084,阮玲,stu084,数字媒体,4,MATH001,63,CS001,67,CS002,61,3,63.67,0
2024001085,管虎,stu085,计算机科学与技术,4,MATH001,84,CS001,81,CS002,88,3,84.33,0
2024001086,房辉,stu086,计算机科学与技术(师范),4,MATH001,73,CS001,79,CS002,76,3,76.00,0
2024001087,左小,stu087,人工智能,4,MATH001,91,CS001,89,CS002,94,3,91.33,0
2024001088,荣浩,stu088,数字媒体,4,MATH001,67,CS001,64,CS002,69,3,66.67,0
2024001089,包贝,stu089,计算机科学与技术,4,MATH001,82,CS001,85,CS002,80,3,82.33,0
2024001090,华晨,stu090,计算机科学与技术(师范),4,MATH001,75,CS001,78,CS002,73,3,75.33,0
2024001091,边江,stu091,人工智能,1,MATH001,88,CS001,84,CS002,91,3,87.67,0
2024001092,甘静,stu092,数字媒体,1,MATH001,59,CS001,63,CS002,57,3,59.67,0
2024001093,文强,stu093,计算机科学与技术,1,MATH001,93,CS001,90,CS002,96,3,93.00,0
2024001094,牛莉,stu094,计算机科学与技术(师范),1,MATH001,70,CS001,75,CS002,72,3,72.33,0
2024001095,强东,stu095,人工智能,1,MATH001,81,CS001,77,CS002,83,3,80.33,0
2024001096,景甜,stu096,数字媒体,1,MATH001,64,CS001,66,CS002,62,3,64.00,0
2024001097,卫华,stu097,计算机科学与技术,1,MATH001,89,CS001,86,CS002,92,3,89.00,0
2024001098,寇静,stu098,计算机科学与技术(师范),1,MATH001,74,CS001,80,CS002,77,3,77.00,0
2024001099,巩雪,stu099,人工智能,1,MATH001,96,CS001,93,CS002,98,3,95.67,0
2024001100,薄涛,stu100,数字媒体,1,MATH001,62,CS001,65,CS002,60,3,62.33,0
2024001101,欧阳明,stu101,计算机科学与技术,2,MATH001,86,CS001,83,CS002,90,3,86.33,0
2024001102,上官静,stu102,计算机科学与技术(师范),2,MATH001,71,CS001,74,CS002,69,3,71.33,0
test,test,123456,计算机科学与技术(师范),2,MATH001,71,CS001,74,CS002,69,3,71.33,0
